0;1;2
10.385385;0.22843347;0.6863755
10.41041;0.21223137;0.6861029
10.435435;0.1960581;0.6857219
10.46046;0.17991969;0.6852486
10.485485;0.16382112;0.68469906
10.51051;0.14776672;0.6840866
10.535535;0.13176045;0.68342394
10.56056;0.115803555;0.682722
10.585585;0.099899404;0.6819894
10.610611;0.08404694;0.68123615
10.635636;0.06824891;0.6804687
10.660661;0.052505724;0.6796929
10.685686;0.03681625;0.6789135
10.7107115;0.021181095;0.67813236
10.735736;0.0056003244;0.6773532
10.760761;-0.00992747;0.67657655
10.785786;-0.025401382;0.6758018
10.810811;-0.04082271;0.67503005
10.835836;-0.05619097;0.6742557
10.860861;-0.07150527;0.67347664
10.885886;-0.086766206;0.67268807
10.910912;-0.10197236;0.6718859
10.935936;-0.11712164;0.6710622
10.960961;-0.13221334;0.67020994
10.985986;-0.14724389;0.66932106
11.011011;-0.16221094;0.6683865
11.0360365;-0.17711075;0.66739595
11.061061;-0.19193809;0.66633886
11.086086;-0.20668887;0.66520345
11.111112;-0.22135653;0.66397744
11.136136;-0.23593388;0.66264826
11.161161;-0.25041428;0.66120195
11.186186;-0.26478818;0.65962476
11.211211;-0.27904743;0.6579018
11.236237;-0.29318136;0.65601873
11.261261;-0.3071785;0.6539602
11.286286;-0.3210275;0.6517134
11.311312;-0.3347165;0.64925945
11.336336;-0.3482312;0.6465848
11.3613615;-0.36155885;0.6436745
11.386386;-0.37468413;0.6405143
11.411411;-0.3875948;0.63708925
11.436437;-0.40027314;0.6333868
11.461461;-0.41270423;0.62939405
11.486486;-0.4248737;0.62509906
11.511512;-0.43676585;0.6204913
11.536536;-0.44836476;0.61555994
11.561562;-0.45965728;0.6102982
11.586586;-0.47062802;0.6046987
11.611611;-0.4812644;0.598756
11.636637;-0.4915538;0.59246504
11.661661;-0.5014835;0.5858252
11.6866865;-0.51104385;0.57883507
11.711712;-0.52022487;0.5714958
11.736736;-0.52902126;0.5638085
11.761762;-0.5374236;0.55577934
11.786786;-0.54542786;0.54741395
11.811811;-0.5530317;0.53871894
11.836837;-0.56023127;0.5297033
11.861861;-0.5670286;0.52037764
11.886887;-0.5734251;0.5107526
11.911912;-0.57942396;0.50084096
11.936936;-0.585029;0.490656
11.961962;-0.59024787;0.48021135
11.986986;-0.59508735;0.46952254
12.0120125;-0.5995571;0.45860344
12.037038;-0.6036668;0.44747084
12.062062;-0.6074289;0.4361396
12.087088;-0.61085427;0.42462578
12.112113;-0.61395633;0.41294485
12.137137;-0.6167486;0.4011127
12.162163;-0.6192474;0.38914356
12.187187;-0.6214647;0.37705275
12.212213;-0.62341696;0.3648536
12.237238;-0.6251186;0.35256
12.262262;-0.6265861;0.34018642
12.287288;-0.6278335;0.3277426
12.312313;-0.62887615;0.31524122
12.3373375;-0.62972885;0.30269346
12.362363;-0.63040596;0.2901085
12.387387;-0.63092434;0.27749592
12.412413;-0.6312939;0.26486403
12.437438;-0.63152945;0.25222078
12.462462;-0.63164353;0.23957363
12.487488;-0.63164836;0.22692797
12.512513;-0.6315556;0.21428998
12.537538;-0.6313762;0.20166478
12.562563;-0.63112026;0.18905619
12.587587;-0.63079745;0.17646876
12.612613;-0.63041675;0.16390485
12.637638;-0.6299866;0.15136768
12.6626625;-0.6295146;0.13886009
12.687688;-0.6290087;0.12638304
12.712713;-0.6284737;0.11393838
12.737738;-0.6279161;0.10152782
12.762763;-0.62734085;0.089151286
12.787787;-0.6267527;0.07681035
12.812813;-0.62615514;0.0645045
12.837838;-0.6255519;0.052234564
12.862863;-0.6249452;0.04000077
12.887888;-0.62433743;0.027802281
12.912913;-0.6237301;0.015639454
12.937938;-0.6231245;0.0035126016
12.962963;-0.62251884;-0.008579524
12.9879875;-0.6219158;-0.020635983
13.013013;-0.6213136;-0.032657877
13.038038;-0.6207109;-0.044644766
13.063063;-0.6201062;-0.056596115
13.088088;-0.61949897;-0.06851267
13.113113;-0.618884;-0.08039358
13.138138;-0.61825925;-0.09223786
13.163163;-0.61762106;-0.10404565
13.188188;-0.6169662;-0.11581479
13.213213;-0.616289;-0.1275453
13.238238;-0.6155852;-0.139235
13.263263;-0.61484945;-0.15088163
13.288288;-0.6140761;-0.16248389
13.3133135;-0.613259;-0.17403881
13.338338;-0.6123918;-0.18554336
13.363363;-0.6114679;-0.19699486
13.388388;-0.61047995;-0.20838897
13.413413;-0.6094207;-0.21972258
13.438438;-0.60828257;-0.2309909
13.463463;-0.6070577;-0.24218868
13.488488;-0.60573786;-0.25331163
13.513514;-0.60431576;-0.26435354
13.538538;-0.60278183;-0.27530843
13.563563;-0.60112804;-0.28617054
13.588588;-0.59934586;-0.2969324
13.613614;-0.59742683;-0.3075882
13.638639;-0.5953625;-0.31812924
13.663664;-0.5931451;-0.32854873
13.688689;-0.59076554;-0.3388384
13.713715;-0.5882161;-0.34899023
13.738739;-0.5854893;-0.3589955
13.763764;-0.5825775;-0.36884663
13.788789;-0.57947475;-0.37853354
13.813814;-0.57617277;-0.3880495
13.83884;-0.57266617;-0.3973852
13.863864;-0.56894934;-0.40653175
13.888889;-0.5650171;-0.4154817
13.913915;-0.56086516;-0.42422658
13.938939;-0.55649096;-0.43275765
13.963964;-0.55188966;-0.44106886
13.988989;-0.54705983;-0.4491521
14.014014;-0.54199976;-0.45700127
14.03904;-0.53670865;-0.4646099
14.064064;-0.5311869;-0.47197354
14.089089;-0.52543485;-0.4790858
14.114115;-0.51945436;-0.48594284
14.139139;-0.51324797;-0.49254078
14.164165;-0.50681835;-0.49887717
14.189189;-0.50016916;-0.5049502
14.214214;-0.49330541;-0.5107581
14.23924;-0.48623222;-0.51630026
14.264264;-0.47895563;-0.5215768
14.289289;-0.47148138;-0.52658844
14.314315;-0.46381658;-0.5313378
14.339339;-0.4559689;-0.5358266
14.364365;-0.44794548;-0.5400587
14.389389;-0.43975493;-0.54403734
14.414414;-0.43140423;-0.54776657
14.43944;-0.42290324;-0.55125296
14.464464;-0.41426045;-0.5545013
14.48949;-0.40548402;-0.55751824
14.514515;-0.39658302;-0.56031007
14.539539;-0.38756648;-0.56288356
14.564565;-0.3784424;-0.565247
14.589589;-0.36922008;-0.5674078
14.6146145;-0.3599071;-0.5693739
14.63964;-0.350512;-0.57115346
14.664664;-0.34104392;-0.57275474
14.68969;-0.3315086;-0.5741864
14.714715;-0.3219144;-0.57545686
14.739739;-0.31226858;-0.57657456
14.764765;-0.30257738;-0.5775481
14.789789;-0.2928478;-0.57838583
14.814815;-0.2830858;-0.5790968
14.83984;-0.27329656;-0.57968795
14.864864;-0.26348615;-0.58016783
14.88989;-0.2536589;-0.58054435
14.914915;-0.2438198;-0.58082515
14.9399395;-0.23397353;-0.5810175
14.964965;-0.22412363;-0.5811276
14.989989;-0.21427387;-0.5811637
15.015015;-0.20442703;-0.581132
15.04004;-0.19458649;-0.58103853
15.065064;-0.1847553;-0.5808894
15.09009;-0.17493512;-0.58069015
15.115115;-0.16512845;-0.5804462
15.14014;-0.15533717;-0.5801644
15.165165;-0.14556272;-0.5798467
15.190189;-0.13580701;-0.5794987
15.215216;-0.1260701;-0.5791245
15.240241;-0.11635411;-0.57872796
15.265265;-0.10665989;-0.57831264
15.290291;-0.09698738;-0.5778816
15.315316;-0.08733775;-0.5774398
15.340341;-0.07771126;-0.5769867
15.365366;-0.068107694;-0.5765261
15.39039;-0.058527946;-0.5760599
15.415416;-0.048971422;-0.5755899
15.440441;-0.039438527;-0.5751175
15.465466;-0.029929612;-0.574644
15.490491;-0.020443764;-0.5741709
15.515516;-0.010981445;-0.573698
15.540541;-0.0015428347;-0.57322603
15.565566;0.007872875;-0.57275516
15.5905905;0.01726505;-0.5722851
15.615616;0.026634486;-0.57181644
15.640641;0.03598085;-0.57134753
15.665666;0.04530378;-0.570878
15.690691;0.054603912;-0.57040673
15.715716;0.06388075;-0.56993246
15.740741;0.073133714;-0.5694538
15.765766;0.082363084;-0.5689684
15.790791;0.091567926;-0.56847495
15.815816;0.10074838;-0.5679712
15.840841;0.10990342;-0.56745464
15.865866;0.119031936;-0.56692266
15.890891;0.12813373;-0.56637245
15.915916;0.13720757;-0.5658021
15.940941;0.14625165;-0.5652069
15.965966;0.15526542;-0.5645841
15.990991;0.1642467;-0.5639302
16.016016;0.17319444;-0.56324166
16.04104;0.18210608;-0.5625145
16.066067;0.19098064;-0.5617449
16.091091;0.19981483;-0.56092876
16.116116;0.20860645;-0.56006175
16.141142;0.21735376;-0.5591394
16.166166;0.22605258;-0.5581574
16.19119;0.2347007;-0.5571112
16.216217;0.24329552;-0.555996
16.241241;0.25183243;-0.55480754
16.266268;0.26030925;-0.55354065
16.291292;0.26872098;-0.5521909
16.316317;0.2770646;-0.5507546
16.341343;0.28533635;-0.549225
16.366367;0.29353094;-0.54759824
16.391392;0.30164477;-0.5458699
16.416416;0.3096733;-0.5440352
16.44144;0.31761214;-0.5420896
16.466467;0.3254577;-0.54002947
16.491491;0.33320332;-0.5378496
16.516516;0.3408452;-0.5355463
16.541542;0.34837908;-0.5331156
16.566566;0.35579902;-0.530554
16.59159;0.36310086;-0.52785784
16.616615;0.37027982;-0.52502406
16.64164;0.37733206;-0.52205163
16.666666;0.38425234;-0.5189345
16.69169;0.39103556;-0.5156722
16.716715;0.39767793;-0.5122627
16.741741;0.40417588;-0.5087037
16.766766;0.41052443;-0.50499487
16.79179;0.41671866;-0.50113326
16.816818;0.42275855;-0.49711978
16.841843;0.4286377;-0.4929546
16.866869;0.4343547;-0.488637
16.891893;0.43990576;-0.48416796
16.916918;0.445289;-0.47954816
16.941944;0.45050207;-0.4747782
16.966969;0.45554346;-0.4698606
16.991993;0.46041173;-0.46479696
17.017017;0.4651059;-0.4595894
17.042042;0.46962526;-0.45424044
17.067068;0.47396985;-0.4487526
17.092093;0.4781384;-0.4431314
17.117117;0.4821326;-0.4373775
17.142143;0.48595318;-0.43149522
17.167168;0.48960066;-0.42548928
17.192192;0.49307686;-0.4193634
17.217216;0.49638388;-0.41312203
17.24224;0.49952334;-0.40676942
17.267267;0.50249815;-0.4003098
17.292292;0.5053105;-0.3937488
17.317316;0.5079635;-0.38709077
17.342342;0.5104607;-0.38034004
17.367367;0.5128071;-0.37350228
17.392391;0.5150037;-0.3665822
17.417418;0.517056;-0.35958412
17.442442;0.51896757;-0.35251382
17.467468;0.5207431;-0.3453751
17.492493;0.5223866;-0.33817378
17.517517;0.52390206;-0.33091387
17.542543;0.5252952;-0.32359952
17.567568;0.52657026;-0.3162362
17.592592;0.52773196;-0.30882776
17.617619;0.52878505;-0.3013777
17.642643;0.52973413;-0.29389122
17.66767;0.53058314;-0.28637183
17.692694;0.5313383;-0.27882332
17.717718;0.53200364;-0.27124912
17.742744;0.532584;-0.26365203
17.767769;0.53308356;-0.25603658
17.792793;0.5335072;-0.24840513
17.817818;0.5338593;-0.24076064
17.842842;0.5341442;-0.23310603
17.867868;0.534366;-0.22544305
17.892893;0.53452873;-0.21777534
17.917917;0.5346366;-0.21010453
17.942944;0.53469336;-0.20243217
17.967968;0.5347027;-0.19476134
17.992992;0.5346683;-0.18709323
18.018019;0.53459346;-0.1794289
18.043043;0.53448385;-0.17177103
18.06807;0.53433913;-0.16411977
18.093094;0.5341638;-0.15647747
18.118118;0.53396064;-0.14884466
18.143145;0.5337327;-0.14122178
18.168169;0.53348243;-0.13361081
18.193193;0.5332122;-0.12601197
18.218218;0.5329245;-0.11842592
18.243242;0.5326215;-0.11085322
18.268269;0.5323056;-0.10329456
18.293293;0.53197795;-0.095750235
18.318317;0.5316406;-0.08822056
18.343344;0.53129506;-0.080705225
18.368368;0.5309429;-0.07320563
18.393393;0.5305856;-0.06572134
18.418419;0.5302241;-0.058251936
18.443443;0.5298595;-0.05079862
18.46847;0.5294931;-0.043360382
18.493494;0.52912515;-0.035938203
18.518518;0.5287566;-0.02853158
18.543545;0.52838796;-0.021139909
18.56857;0.5280198;-0.013764278
18.593594;0.52765214;-0.006404068
18.618618;0.52728546;0.00094077
18.643642;0.5269175;0.008270215
18.668669;0.52655166;0.01558501
18.693693;0.52618647;0.022884022
18.718718;0.52582127;0.030167827
18.743744;0.5254558;0.037436973
18.768768;0.52508944;0.044690326
18.793793;0.52472204;0.05192835
18.818819;0.52435225;0.059151556
18.843843;0.52397954;0.06635871
18.86887;0.5236028;0.07355072
18.893894;0.52322096;0.08072629
18.918919;0.522833;0.087885685
18.943945;0.5224375;0.09502912
18.96897;0.52203256;0.10215512
18.993994;0.5216178;0.10926382
19.01902;0.52119124;0.11635525
19.044044;0.52075106;0.12342774
19.06907;0.5202957;0.13048175
19.094095;0.5198233;0.13751543
19.11912;0.519332;0.14452854
