"log.post.mean";"log.post.sd";"log.lik.mean";"log.lik.sd";"log.prior.mean";"log.prior.sd";"r2.mean";"r2.sd"
-4033.63;264.61;-3275.43;189.26;-758.2;110.02;-0.1;0.05
-5980.98;411.7;-5473.06;448.45;-507.93;38.79;-0.37;0.14
-3223.69;376.61;-2521.05;356.61;-702.64;96.04;0.28;0.19
